Solar System Name,Security Rating,Region,Constellation,Coordinate x,Coordinate z,Coordinate y,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Pronunciation 1,Pronunciation 1 Syllable Count,Pronunciation 2,Pronunciation 2 Syllable Count,Pronunciation 3,Pronunciation 3 Syllable Count
A-YB15,-0.59,The Kalevala Expanse,2O-VY7,13.4631700401704,5.39099299339,6.4203573270348,FB-MPY,SG-3HY,,,,,,,,,,,,
A-ZLHX,-0.335,Syndicate,TA-A7V,-28.6490474457561,3.7086653526926,3.5437324922982,5-T0PZ,UTKS-5,,,,,,,,,,,,
A0M-R8,-0.667,Malpais,3TS-12,17.7189880011857,6.6435388002812,10.5256832656186,LY-WRW,QCGG-Q,,,,,,,,,,,,
A1-AUH,-0.207,Esoteria,R2-BT6,-8.2215193844396,-0.3850650203536,-41.8283292394945,F-UVBV,G-YZUX,Q0OH-V,VUAC-Y,,,,,,,,,,
A1BK-A,-0.048,Impass,05M-I1,-4.5873449835214,4.0259705976334,-35.9936784681268,U3SQ-X,,,,,,,,,,,,,
A1F-22,-0.784,Perrigen Falls,WXB-RY,23.8323890098801,4.5475519550669,13.2166603686927,3LL-O0,JM0A-4,,,,,,,,,,,,
A1RR-M,-0.85,Tenal,2-ZRM0,-2.3032299317709,9.6393848814004,41.3197193051166,AR-5SY,GW7P-8,OE-4HB,SF-XJS,,,,,,,,,,
A2-V27,-0.385,Querious,H-6HGD,-30.6048220853112,5.1439176593243,-16.8254893914315,A3-LOG,Kaira,O3L-95,T8H-66,,,,,,,,,,
A24L-V,-0.478,Insmother,0EA3-8,11.6078102261507,0.9368791524236,-12.7954775147327,4CJ-AC,L5-UWT,QTME-D,,,,,,,,,,,
A2V6-6,-0.85,Outer Ring,Sole,-45.1951700977416,0.0919198305811,9.5870917103335,0D-CHA,,,,,,,,,,,,,
A3-LOG,-0.262,Querious,H-6HGD,-31.3456341305613,4.4635689976211,-17.4602262673034,A2-V27,T8H-66,,,,,,,,,,,,
A3-PAT,0,UUA-F4,KCR-1E,9.8898325658861,9.4960344906968,35.2613885731155,,,,,,,,,,,,,,
A3-RQ3,-0.296,Vale of the Silent,9KX-M0,1.5816890990446,8.3155776711129,15.9574086246186,9-GBPD,LS-JEP,PX5-LR,,,,,,,,,,,
A4B-V5,-0.153,Immensea,K-ZKBM,0.6435504485452,0.8497244425317,-23.4988053859199,LN-56V,SPBS-6,Y19P-1,,,,,,,,,,,
A4L-A2,-0.819,Deklein,D-AWFI,-34.8240339382624,10.0416866330003,35.0353338278048,CZDJ-1,U-TJ7Y,UEJX-G,,,,,,,,,,,
A4UG-O,-0.13,Stain,VH1-NS,-17.9952310313338,4.5510453325503,-31.8538732806641,42-UOW,CBGG-0,U2-BJ2,W-VXL9,,,,,,,,,,
A5MT-B,-0.11,Esoteria,E-ILCH,-7.9280312122748,-0.5597930355702,-43.7085109932708,JD-TYH,,,,,,,,,,,,,
A8-XBW,-0.17,Fountain,Pegasus,-42.0812952639132,5.0384456830441,2.1913121528917,3WE-KY,,,,,,,,,,,,,
A8A-JN,-0.271,Vale of the Silent,YUT3-U,-10.5807807623699,11.2652681847537,18.0532366824692,47L-J4,S-NJBB,,,,,,,,,,,,
A8I-C5,-0.115,Pure Blind,WMP-OF,-26.6339061417397,9.9243138161972,23.9759604635861,C-H9X7,DK-FXK,U-INPD,,,,,,,,,,,
A9-F18,-0.18,Perrigen Falls,NT1-5Q,20.1764806979183,5.7942403102463,9.8860386493618,H-FOYG,H-HGGJ,,,,,,,,,,,,
A9-NB6,-0.124,J7HZ-F,OG-DJD,0.6569318761248,10.8737872389731,23.2530049127227,,,,,,,,,,,,,,
A9D-R0,-0.085,Syndicate,49A-BZ,-31.9918579587275,2.1746554165144,9.4140598363218,31-MLU,BMNV-P,,,,,,,,,,,,
AA-GWF,-0.238,Paragon Soul,IZ-FBT,-9.7760930523247,-3.5600895560342,-47.718653547335,1DDR-X,HHJD-5,LG-WA9,ZWV-GD,,,,,,,,,,
AA-YRK,-0.413,Venal,N32Z-Z,-11.8611198143238,13.8598766729802,26.8052731654739,92K-H2,A-AFGR,,,,,,,,,,,,
Aakari,0.662,Lonetrek,Sela,-14.2770721781133,10.2097881444139,15.3073342323802,Isseras,Korama,Ylandoki,,,,,,3,a-ka-ri,,,,
AAM-1A,-0.019,Curse,Sound,0.2327879905747,2.2601955856085,-15.2096944026083,K-QWHE,,,,,,,,,,,,,
AAS-8R,-0.091,Syndicate,DS-M4Q,-28.6785689277331,1.921984284288,5.5552869744856,QWF-6P,V4-L0X,ZVN5-H,,,,,,,,,,,
AB-FZE,-0.109,Great Wildlands,K-DLD2,3.3589311638167,1.4760033036864,-10.5864948111968,504Z-V,F8K-WQ,N-6Z8B,,,,,,,,,,,
Abagawa,0.625,The Forge,Okomon,-9.3195238525388,5.9626073427345,8.7534666505001,Hurtoken,Saisio,,,,,,,4,a-ba-ga-wa,,,,
Abai,0.731,Tash-Murkon,Rifenda,-21.0296329880373,7.4853646750181,-11.7089805979855,Baviasi,Iro,Nehkiah,Thashkarai,,,,,2,a-bai,3,a-ba-i,,
Abaim,0.799,Domain,Hoosa,-19.0591711757557,6.2675347207764,-4.5341992533775,Sayartchen,Somouh,Sorzielang,,,,,,2,a-ba,,,,
Aband,0.524,Kador,Kakol,-23.5263390527995,5.3919706924606,-3.67540390785,Ghesis,Munory,,,,,,,2,a-band,,,,
Abath,0.166,Kor-Azor,Ravin,-34.8554505392989,2.9613793729524,-14.3066113164918,Nahrneder,Schmaeel,,,,,,,2,a-ba,,,,
ABE-M2,-0.356,Tenerifis,ZQ7-QS,1.4168550311354,1.3758010657074,-27.5790997150538,IL-YTR,U2U5-A,W-16DY,,,,,,,,,,,
Abenync,0.708,Sinq Laison,Nexus,-16.1109309247769,3.5819235975004,3.3803009118013,Alillere,Doussivitte,,,,,,,3,a-be-ny,,,,
Abha,0.434,Derelik,Mal,-7.7433814344717,8.3078598142142,-7.2003290355774,Amphar,Uhtafal,,,,,,,2,ab-ha,,,,
Abhan,0.579,Genesis,Charak,-27.8897697605021,2.743368933186,-2.1852096635302,Habu,Itrin,,,,,,,2,ab-han,,,,
Abrat,0.979,Metropolis,Gedur,-8.1114115002904,4.0219541045818,0.3911121559434,Alf,,,,,,,,2,a-bra,,,,
Abudban,0.732,Heimatar,Ortner,-10.7534933500286,4.8044085805023,0.0583532325444,Alakgur,Avesber,Odatrik,Osoggur,Rens,,,,3,a-bu-dba,,,,
Abune,0.286,Essence,Jeon,-21.1265901041153,5.5806528490315,8.1416396747037,Heydieles,Oinasiken,,,,,,,3,a-bu-ne,2,a-bun,,
AC-7LZ,-0.301,Immensea,EL8Z-M,3.8382598164998,-1.7796016377254,-22.3850153705733,9-XN3F,E8-YS9,LBA-SO,,,,,,,,,,,
AC2E-3,-0.307,Fountain,Wyvern,-40.4942478185864,1.5302292276746,1.270786577808,BYXF-Q,CL-BWB,YVBE-E,,,,,,,,,,,
Access,0.164,Genesis,Monalaz,-27.897997637662,-2.247581170515,-3.8439249424024,Angur,Exit,,,,,,,2,ak-ses,,,,
Aclan,0.507,Everyshore,Ysiette,-18.9577293369615,1.3949403675204,0.6896751892528,Jaschercis,,,,,,,,2,a-klan,,,,
Actee,0.501,Essence,Jeon,-19.829203073124,4.3321138223428,7.7030123086552,Amane,Fliet,Heydieles,,,,,,2,ak-ti,,,,
AD-5B8,-0.031,Geminate,F-ZNNG,-2.8654632382211,2.2333880160807,8.739332711314,54-MF6,Eurgrana,G-73MR,UBX-CC,,,,,,,,,,
AD-CBT,-0.17,Deklein,29V-1R,-20.057647316178,11.8231563805037,26.2103470321292,4U90-Z,,,,,,,,,,,,,
Adacyne,0.549,Placid,Beyt,-30.4280286647981,3.3956939253442,12.115525569987,Chardalane,Maut,Osmeden,,,,,,3,a-da-cy-ne,,,,
Adahum,0.608,Tash-Murkon,Sanair,-17.8921957034316,7.8953146650454,-10.6830473016639,Goram,,,,,,,,3,a-da-ham,,,,
Adallier,0.885,Verge Vendor,Anwyns,-24.9653393489132,4.0439370947288,3.4517527076793,Alentene,,,,,,,,3,a-da-lli,,,,
Adar,0.796,Tash-Murkon,Anidaza,-21.5812744843707,6.4606364245668,-14.7843416981614,Goni,Paye,,,,,,,2,a-dar,,,,
Adeel,0.353,Everyshore,Marele,-19.5982987065668,-0.844296388636,0.3768114294587,Olide,,,,,,,,2,a-dil,,,,
Aderkan,0.594,Metropolis,Frar,-6.8949948979317,5.9280542623853,6.8651077815829,Ogoten,,,,,,,,3,a-de-rka,,,,
Adia,0.667,Domain,Avib,-18.2087615113464,6.7532844369563,-10.603711261565,Shabura,,,,,,,,2,a-di,,,,
Adiere,0.765,Sinq Laison,Agiesseson,-17.5014612918279,5.827299812827,4.4728536020659,Adreland,Auberulle,Stetille,,,,,,2,a-dir,3,a-di-ri,,
Adirain,0.424,Essence,Peccanouette,-23.8488109227715,6.2350180592973,2.7991570612545,Aeschee,Arnon,Laurvier,,,,,,3,a-di-ra,,,,
Adrallezoen,0.479,Sinq Laison,Wyllequet,-18.4590172799859,5.6039622772095,-0.2077078720237,Archee,Ardene,Brapelille,,,,,,4,a-dra-lle-zo,,,,
Adrel,0.552,Essence,Thoulde,-21.0837954318803,6.4513446877634,5.7278847956433,Caslemon,Noghere,Yona,,,,,,2,a-drel,,,,
Adreland,0.873,Sinq Laison,Disier,-18.363733106745,5.4089725993386,3.4095369488537,Adiere,Grinacanne,Mattere,Pettinck,,,,,3,a-dre-la,,,,
Aedald,0.25,Molden Heath,Tartatven,-5.0025158371393,1.1692199758368,-0.9085651189551,Audesder,Heild,Muttokon,,,,,,2,a-eda,,,,
Aeddin,0.57,Molden Heath,Fittakan,-6.5102835219481,1.6301572439216,0.8174973281387,Austraka,Gulfonodi,Teonusude,,,,,,2,a-eddi,,,,
Aeditide,0.214,Molden Heath,Elfrard,-1.3255193597934,-1.1255489610724,-2.2835851761631,Egbinger,Hegfunden,Kadlina,Weld,,,,,3,a-edi-ti-de,,,,
Aere,0.609,Essence,Peccanouette,-23.0712838883616,5.2670339504695,3.3752614842011,Arnon,Hulmate,Lisbaetanne,,,,,,2,a-ere,,,,
Aeschee,0.157,Essence,Peccanouette,-23.1903056049268,7.5700998538224,5.0369064361675,Adirain,Jovainnon,Ladistier,Lisbaetanne,Onne,,,,2,a-esche,,,,
Aeter,0.349,Solitude,Orvanne,-31.2993655640889,3.6664899559529,-0.7674080844303,Harner,Sarline,,,,,,,2,ei-tur,,,,
Aetree,0.178,Sinq Laison,Nadire,-21.7417637012425,7.7875823428593,0.2652204087223,Allipes,Esmes,,,,,,,2,ei-tri,,,,
AF0-V5,-0.399,Immensea,Q-IPAA,0.9930642733586,-0.5657421740474,-22.1257622005402,B-S347,,,,,,,,,,,,,
Afivad,0.52,Domain,Qeti,-19.3087677725391,8.4451588863166,-6.1585152889704,Anila,Hahda,,,,,,,3,a-fi-va,,,,
AFJ-NB,-0.156,Impass,5J-SSP,-5.0497389523554,1.3323471372291,-32.0912899120229,H-64KI,Y-JKJ8,,,,,,,,,,,,
Afnakat,0.599,Khanid,Fekhoya,-30.0991283979697,4.5043205216478,-14.7798672749741,Arzanni,Col,Firbha,Parses,,,,,3,a-fna-ka,,,,
Afrah,0.316,Aridia,Tid,-37.5427146510448,1.6290854441477,-7.4979627806733,Nema,Soliara,,,,,,,2,a-fra,,,,
AG-SYG,-0.911,The Spire,OC-TTA,20.9749452666152,5.6073172016049,1.965344586193,A-J6SN,C6C-K9,ETO-OT,,,,,,,,,,,
Agal,0.536,Genesis,Fabas,-24.6052885990498,2.6774938438359,0.4848806673531,Doza,Hadji,Heorah,,,,,,2,a-gal,,,,
Agaullores,0.071,Solitude,Elerelle,-35.1259758421839,4.6950173205056,1.8969442879509,Faurulle,Shirshocin,,,,,,,3,a-ga-ullo-re,,,,
AGCP-I,-0.14,Insmother,8-4EFQ,15.0412568680958,2.1640270025657,-12.6094453887969,7-JT09,KDG-TA,,,,,,,,,,,,
AGG-NR,-0.559,Deklein,A21H-Z,-31.222733894117,8.865671392559,32.159484770798,LEK-N5,O-2RNZ,,,,,,,,,,,,
Agha,0.719,Derelik,Mekashtad,-8.5529128805123,6.8585914092815,-6.4690720392613,Nikh,,,,,,,,2,a-gha,,,,
Aghesi,0.771,Domain,Kekah,-15.4737589386139,7.2105358130962,-9.6252537875792,Airshaz,Charra,Fabin,Maiah,Murema,Murzi,Patzcha,Yuhelia,3,a-ghe-si,,,,
Agil,0.854,Khanid,Nohshayess,-27.7704243434914,5.7029962296277,-13.9460016468298,Bukah,Hishai,Ipref,,,,,,2,a-gil,,,,
Agoze,0.209,Placid,Viriette,-24.9426418619785,4.7944050081207,7.0353116906577,Annancale,Intaki,Loes,Ostingele,Vey,,,,2,a-go-ze,,,,
Agrallarier,0.85,Sinq Laison,Coriault,-19.0064227143812,5.246383501947,2.3901973941442,Aunia,Auvergne,Botane,Dodixie,Eglennaert,,,,4,a-gra-lla-ri,,,,
Agtver,0.881,Metropolis,Stadakorn,-7.8313492416233,3.3086897946793,4.1641033210456,Datulen,Tamekamur,Totkubad,,,,,,2,a-gtve,,,,
AH-B84,-0.528,Branch,304-QS,-13.4635511239128,6.9613450391666,36.4180144589362,HB7R-F,J7YR-1,JTAU-5,,,,,,,,,,,
AH8-Q7,-0.192,Scalding Pass,QI1M-Q,4.2423376760618,2.3417771642211,-16.0734670105646,F2-NXA,K7-LDX,V-S9YY,,,,,,,,,,,
Ahala,0.545,Domain,Mulata,-24.2044709181222,3.0836911110451,-6.3800352849245,Arera,Hizhara,,,,,,,3,a-ha-la,,,,
Aharalel,0.567,Kador,Megeh,-20.3854690719486,4.8418583129713,-2.0008971963003,Dresi,Hiroudeh,,,,,,,4,a-ha-ra-le,,,,
Ahbazon,0.421,Genesis,Nazdirer,-21.9629482258167,2.3486523856498,-0.9904200452229,Lor,Shera,,,,,,,3,a-hba-zo,,,,
Ahkour,0.661,Tash-Murkon,Rifenda,-21.5202172207326,8.2210976578492,-11.6525257663138,Gaknem,Nehkiah,,,,,,,2,a-kor,,,,
Ahmak,0.602,Domain,Avib,-18.8294247740163,6.1401304371588,-10.3410349591592,Jarshitsan,,,,,,,,2,a-hma,,,,
Ahraghen,0.203,Aridia,Helab,-37.4488738875154,2.4381842942401,-8.1793242937638,Ajna,Soliara,Tukanas,,,,,,3,a-hra-ghe,,,,
Ahrosseas,0.577,Tash-Murkon,Sanair,-18.9572864558605,6.884035678336,-10.7600593195983,Goram,Jarzalad,,,,,,,3,a-ro-ses,4,a-ro-se-as,,
Ahteer,0.697,Tash-Murkon,Peges,-20.8393515578855,6.2061542182793,-14.762880357639,Sharios,,,,,,,,2,a-tir,,,,
Ahtila,0.64,Black Rise,Aokinen,-21.2463076439387,9.5877305903583,14.1414297777678,Ichoriya,Onnamon,Samanuni,,,,,,3,a-hti-la,,,,
Ahtulaima,0.613,The Forge,Ruomo,-10.2314240978147,5.15208739769,11.4451455950439,Itamo,,,,,,,,4,a-tu-lai-ma,5,a-tu-la-i-ma,,
Ahynada,0.804,The Citadel,Arekin,-13.1814756000312,8.8970067511299,13.1848641552883,Kausaaja,Komo,Oiniken,Paara,Tunttaras,,,,4,a-hy-na-da,,,,
AI-EVH,-0.058,Great Wildlands,BB8E-G,3.4111010106261,4.6676388322281,-7.4077518764609,F-MKH3,W-RFUO,Y7-XFD,,,,,,,,,,,
Aice,0.691,Everyshore,Osnins,-20.43518651994,2.2601368725266,2.0313805836282,Amattens,Bereye,Enedore,Jurlesel,,,,,1,aice,,,,
AID-9T,-0.13,Etherium Reach,D-GU3R,14.517802325031,5.0492267656091,8.7998639617165,D3S-EA,L-GY1B,PXE-RG,,,,,,,,,,,
Aidart,0.612,Verge Vendor,Anwyns,-26.0688428472497,5.8561638080055,4.8078460586837,Avaux,Cistuvaert,Stacmon,,,,,,2,a-ida,,,,
Aikantoh,0.646,Lonetrek,Pietanen,-19.954094067569,10.407549631901,17.9737976467417,Liukikka,,,,,,,,3,ai-kan-to,4,a-i-kan-to,5,a-i-ka-n-to
Aikoro,0.771,The Citadel,Arekin,-13.7534940403313,8.7758487179629,14.2549781503214,Alikara,Funtanainen,Isikemi,Oiniken,,,,,3,a-iko-ro,,,,
Aimoguier,0.183,Solitude,Braille,-30.9833838882703,4.7847063911561,2.5815803254661,Cadelanne,Conomette,,,,,,,3,a-imo-gu,,,,
Ainaille,0.845,Sinq Laison,Ambrye,-17.6132159330409,4.6873765182835,2.023139648103,Caretyn,Vylade,,,,,,,2,ai-neil,,,,
Ainsan,0.473,Khanid,Sib,-28.8180602843029,1.6736352988223,-16.1689645318425,Moro,Talidal,,,,,,,2,ain-san,,,,
Airaken,0.504,The Forge,Aulari,-6.6183994757205,8.6707994419895,9.932167436306,Korsiki,Oijanen,,,,,,,3,ai-ra-ken,4,a-i-ra-ken,5,a-i-ra-ke-n
Airkio,0.852,Lonetrek,Karnola,-16.8108507737857,9.9443636481624,12.0023944661702,Akiainavas,Kakakela,Kamokor,Ruvas,Tsuguwa,,,,2,air-kyo,4,a-ir-ki-o,,
Airmia,0.623,The Forge,Okkelen,-7.6288584186496,8.3095211718441,11.5923520577851,Friggi,Ishisomo,Sakkikainen,,,,,,3,air-mi-a,4,a-ir-mi-a,,
Airshaz,0.727,Domain,Kekah,-15.8601160371608,7.6354698910095,-10.2507622575882,Aghesi,Mista,,,,,,,2,a-irsha,,,,
Aivoli,0.578,Lonetrek,Malariya,-21.3624927000645,9.764770270945,19.0292347686389,Endatoh,Uesuro,,,,,,,3,ai-vo-li,4,a-i-vo-li,,
Aivonen,0.377,Black Rise,Ishaga,-23.1828900189083,10.5851081591982,13.9154986872258,Akidagi,Pavanakka,,,,,,,3,a-ivo-ne,,,,
Ajanen,0.634,Lonetrek,Kainokai,-16.7553670435122,7.7086561597057,12.9013363934483,Kuoka,Tsukuras,,,,,,,3,a-ja-nen,4,a-ja-ne-n,,
AJCJ-1,-0.151,Venal,UTZ-7B,-14.2639166971363,9.6098650438735,31.0812355947973,6NJ8-V,SS-GED,,,,,,,,,,,,
AJI-MA,-0.009,Delve,B4H-9W,-41.9182561700025,4.3512815633218,-21.3841320758212,HM-XR2,Q-HESZ,RF-K9W,,,,,,,,,,,
Ajna,0.185,Aridia,Helab,-36.7230050326732,3.2144045088387,-8.0201924117509,Ahraghen,Sheri,Soliara,,,,,,2,a-jna,,,,
AK-L0Z,-0.198,Perrigen Falls,O5PO-O,20.3202463719163,3.9551170314213,9.1996906778135,2-YO2K,2V-ZHM,H-FOYG,,,,,,,,,,,
AK-QBU,-0.308,Syndicate,Y4Y7-Q,-29.4031282672642,-0.0317508643229,3.5677944717553,5-DSFH,ZN0-SR,,,,,,,,,,,,
Akes,0.809,Devoid,Daredan,-13.243707013514,7.8162728962667,-7.3849648354153,Hati,Uadelah,,,,,,,2,a-kes,,,,
Akeva,0.665,Derelik,Oraron,-9.4709472495039,6.2114404413655,-7.380140962883,Gelhan,,,,,,,,3,a-ke-va,,,,
Akhmoh,0.815,Kador,Naloran,-24.3516030769141,5.1330247709658,-13.9820927768127,Salah,,,,,,,,2,ak-mo,,,,
Akhrad,0.358,Derelik,Mekashtad,-5.546781009212,7.5041947502068,-6.5667847016388,Iosantin,Janus,Sharir,Uanzin,,,,,2,ak-rad,,,,
Akhragan,0.799,Domain,Mobit,-22.3258561687129,3.7290493523697,-4.504285652442,Kehour,Mikhir,Ziona,Zororzih,,,,,3,a-khra-ga,,,,
Akhwa,0.88,Kador,Trigentia,-25.3944891502984,4.4783711604369,-11.9925638348431,Inis-Ilix,,,,,,,,2,ak-wa,,,,
Akiainavas,0.745,Lonetrek,Karnola,-16.5108507737857,9.9443636481624,11.7023944661702,Airkio,,,,,,,,4,a-ki-aina-va,,,,
Akidagi,0.445,Black Rise,Ishaga,-21.9794204992826,10.9083447304347,13.6246854436173,Aivonen,Enaluri,Ichoriya,Nennamaila,,,,,4,a-ki-da-gi,,,,
Akila,0.331,Domain,Fua,-23.3079898500037,7.0681535654592,-2.8564731936197,Amod,Basan,,,,,,,3,a-ki-la,,,,
Akkilen,0.689,The Forge,Otsabaira,-8.3260187212346,7.5231204601094,12.211378426077,Hentogaira,Onuse,Soshin,Vattuolen,,,,,3,a-ki-len,4,a-ki-le-n,,
Akkio,0.162,The Forge,Mivora,-4.7105166870794,3.0292857872743,8.3317261489071,EOA-ZC,Otosela,Todifrauan,,,,,,2,a-kyo,3,a-ki-o,,
Akonoinen,0.495,Lonetrek,Kaala,-15.1103316035749,8.2227617571653,15.5823530862284,Autaris,Hageken,Vaajaita,Vellaine,,,,,4,a-ko-noi-nen,5,a-ko-no-i-nen,6,a-ko-no-i-ne-n
Akora,0.325,The Forge,Ihatalo,-6.7075105340375,4.9557054291704,9.4326218506763,Maila,Messoya,Oijanen,Reisen,,,,,3,a-ko-ra,,,,
Akpivem,0.846,Derelik,San Matar,-9.1174141133075,4.3938227486247,-5.648282438334,Asghatil,Maspah,Tanoo,Yuzier,,,,,3,ak-pi-ven,,,,
AL-JSG,-0.43,The Spire,OC-TTA,20.1299987831928,6.3745641196233,0.5693040004407,C6C-K9,ETO-OT,KPI-OW,,,,,,,,,,,
AL8-V4,-0.072,Fountain,Sphinx,-42.4274840779666,2.1319524918756,2.0884909087106,JGOW-Y,OW-TPO,,,,,,,,,,,,
Ala,0.454,Sinq Laison,Spaen,-17.4797042068211,3.5724081788184,-0.9752209292039,Fasse,Gratesier,Ney,,,,,,2,a-la,,,,
Alachene,0.342,Everyshore,Giatole,-18.6669830548191,-0.1796437805044,2.5224842084108,Atlanins,Uphene,,,,,,,3,a-la-che-ne,,,,
Alakgur,0.559,Heimatar,Huvilma,-11.6054722259902,5.0921509000082,-0.5165562747442,Abudban,Dammalin,,,,,,,3,a-la-kgu,,,,
Alal,0.444,Genesis,Mih,-23.7442718591119,2.4328156377154,-1.1885810986551,Assez,Chamja,Dom-Aphis,,,,,,2,a-lal,,,,
Alamel,0.171,Placid,Serthoulde,-26.8022598084612,6.0715637970336,13.3463568436122,Arderonne,Mantenault,Odamia,,,,,,3,a-la-me,,,,
ALC-JM,-0.132,Etherium Reach,ICH-B6,15.5613772963896,3.9563036590673,5.4649234160949,9QS5-C,Z0G-XG,,,,,,,,,,,,
Aldagolf,0.575,Metropolis,Meinigefur,-4.5872486090472,5.9460629954332,3.6944385984539,Earwik,Eram,,,,,,,3,a-lda-go,,,,
Aldali,0.427,Domain,Mazake,-20.5943588644739,8.5316063903993,-10.7575116498371,Iro,Sakhti,,,,,,,3,a-lda-li,,,,
Aldik,0.745,Metropolis,Rollera,-2.4035982253624,3.830404228099,4.2932495051429,Eldjaerin,Eurgrana,,,,,,,2,a-ldi,,,,
Aldilur,0.909,Metropolis,Gedur,-7.303605667447,4.0020295956527,1.6396978768261,Illuin,,,,,,,,3,a-ldi-lu,,,,
Aldranette,0.368,Placid,Amevync,-24.1664331712809,11.5856951736934,13.1650948853789,Evaulon,Nennamaila,Vlillirier,,,,,,3,a-ldra-ne-tte,,,,
Aldrat,0.616,Metropolis,Aptetter,-9.1503712342787,7.3616553477455,6.0194425359458,Erstur,Eygfe,Fredagod,Hardbako,Urnhard,,,,2,a-ldra,,,,
Alenia,0.924,Verge Vendor,Anwyns,-23.3228432870302,2.7888794021423,2.8219612069237,Alentene,Tourier,Vaere,,,,,,3,a-le-ni,,,,
Alentene,0.867,Verge Vendor,Anwyns,-24.7653393489132,4.0439370947288,3.7517527076793,Adallier,Alenia,Cistuvaert,Merolles,Scolluzer,Vaere,,,3,a-le-nte-ne,,,,
Alf,0.954,Metropolis,Gedur,-7.8114115002904,4.0219541045818,0.0911121559434,Abrat,Arlulf,Brundakur,Illuin,,,,,1,alf,,,,
Algasienan,0.726,Placid,Josmaert,-25.7400956024434,7.7831123590055,9.7106820174675,Archavoinet,Osmallanais,Vivanier,,,,,,4,a-lga-si-ena,,,,
Algogille,0.925,Essence,Crux,-19.8759468909672,4.1017310071314,3.3623752631525,Couster,Kassigainen,Luminaire,Renyn,Synchelle,,,,3,a-lgo-gi-lle,,,,
Aliette,0.371,Sinq Laison,Stion,-15.3945038236187,3.667756760364,0.5134008389786,Egghelende,Stegette,,,,,,,2,a-liet,,,,
Alikara,0.711,The Citadel,Arekin,-14.6456772491531,7.9189726540783,14.2888195620892,Aikoro,Isanamo,Kaimon,New Caldari,Vellaine,,,,4,a-li-ka-ra,,,,
Alillere,0.848,Sinq Laison,Nexus,-16.2928770680476,3.8529572427786,2.9225511249782,Abenync,Alles,Aurcel,Aymaerne,Bourynes,Pozirblant,,,3,a-li-lle-re,,,,
Alkabsi,0.662,Domain,Maddam,-17.2250652396886,9.9394984295254,-8.2269325389714,Mahrokht,Sarum Prime,,,,,,,3,a-lka-bsi,,,,
Alkez,0.782,Derelik,Hevaka,-8.0605644803164,3.6589580336539,-2.2409023277357,Hasiari,,,,,,,,2,al-kez,,,,
Allamotte,0.59,Essence,Vieres,-23.4739054636852,2.5065441191027,5.4303720703902,Vifrevaert,Villore,,,,,,,3,a-lla-mo-tte,,,,
Allebin,0.461,Essence,Arand,-21.4969975981458,2.5429572816175,5.8618909007629,Atlulle,Haine,Parts,Perckhevin,,,,,3,a-lle-bi,,,,
Alles,0.776,Sinq Laison,Firille,-16.9776080086811,3.0531551350141,2.17423456264,Alillere,Chelien,Foves,,,,,,1,al,,,,
Allipes,0.163,Sinq Laison,Nadire,-22.2745187470886,7.6725657054552,0.6836758334342,Aetree,Goinard,,,,,,,2,a-lips,3,a-li-pe,,
Alparena,0.147,Placid,Serthoulde,-29.7572565708655,4.6368945154804,13.2641486975884,Maut,Reschard,,,,,,,4,a-lpa-re-na,,,,
Alperaute,0.231,Placid,Alselbosier,-27.0942346809344,5.2133596321847,6.4287352834986,Aunsou,Ostingele,,,,,,,3,a-lpe-ra-ute,,,,
Alra,0.819,Tash-Murkon,Subhatoub,-21.5773062109866,5.8566300966246,-11.9132385311779,Ilas,Sinid,Tew,Zith,,,,,2,al-ra,,,,
Alsavoinon,0.266,Placid,Amevync,-25.59197027179,11.8072986408054,12.2562455169494,F7C-H0,Vlillirier,,,,,,,4,a-lsa-vo-ino,,,,
Alsottobier,0.508,Sinq Laison,Algintal,-15.3523197681899,3.9022960125601,4.4363412936632,Audaerne,Fluekele,,,,,,,4,a-lso-tto-bi,,,,
Altbrard,0.35,Molden Heath,Almur,-4.3772163010438,0.6356299443752,0.3805254324385,Istodard,,,,,,,,2,a-ltbra,,,,
Altrinur,0.769,Metropolis,Ankard,-8.8335199813775,6.380676264829,6.4817596259252,Eygfe,Olbra,Reset,Vilur,,,,,3,a-ltri-nu,,,,
Amafi,0.293,Khanid,Akar,-33.2040867554155,3.0809102739952,-13.834928247967,Ashkoo,Hakana,Ham,Nahrneder,,,,,3,a-ma-fi,,,,
Amamake,0.439,Heimatar,Hed,-12.4292266288494,4.4194364193727,0.6110392433587,Auga,Dal,Gulmorogod,Osoggur,Siseide,Vard,,,4,a-ma-ma-ke,,,,
Amane,0.553,Essence,Jeon,-19.4104862281035,4.7754885269243,7.7630337308182,Actee,Estaunitte,,,,,,,3,a-ma-ne,2,a-mein,,
Amarr,1,Domain,Throne Worlds,-20.4748707250009,4.0238379936571,-5.7621278902421,Ashab,Bhizheba,Hedion,Irnin,Kor-Azor Prime,Sarum Prime,,,2,a-ma,,,,
Amasiree,0.366,Placid,Mallugier,-25.4358524825078,6.3434734260941,7.6978625285848,Amoen,Aubonnie,,,,,,,3,a-ma-si-re,,,,
Amattens,0.59,Everyshore,Osnins,-20.2211101631979,1.7537501574936,1.5175987069055,Aice,Arnatele,Bereye,Junsoraert,Jurlesel,Uphene,,,3,a-ma-tte,,,,
