Solar System Name,Security Rating,Region,Constellation,Coordinate x,Coordinate z,Coordinate y,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Pronunciation 1,Pronunciation 1 Syllable Count,Pronunciation 2,Pronunciation 2 Syllable Count,Pronunciation 3,Pronunciation 3 Syllable Count
Mista,0.537,Domain,Kashag,-15.7242089275145,7.9685439281227,-11.3179629484882,Airshaz,Andabiar,Kheram,Murzi,,,,,2,mi-sta,,,,
Miyeli,0.377,Domain,Nashar,-18.6527152213559,8.7844200021247,-11.0851546346554,Bika,Reyi,,,,,,,3,mi-ye-li,,,,
Moussou,0.821,Domain,Kehina,-17.3945253733982,6.9887351397128,-8.9413894813719,Nadohman,Rasile,,,,,,,2,mo-usso,,,,
Murema,0.665,Domain,Yestadan,-15.7063936312743,6.6662532604816,-11.3823138643145,Aghesi,Armala,Cailanar,Warouh,,,,,3,mu-re-ma,,,,
Murzi,0.619,Domain,Maddam,-15.8147803163189,8.5525559877724,-10.3816063977658,Aghesi,Bagodan,Mista,,,,,,2,mu-rzi,,,,
Nadohman,0.749,Domain,Kehina,-17.3905114876824,6.3500568573281,-9.4928338146951,Ilonarav,Moussou,Sahdil,,,,,,3,na-do-hma,,,,
Naguton,0.31,Domain,Fua,-21.2619277952252,7.4144988673059,-1.7751953950342,Sahda,Sayartchen,,,,,,,3,na-gu-to,,,,
Nakri,0.805,Domain,Zemont,-17.5707405471896,5.9357424720012,-6.9610665759887,Ekid,Youl,,,,,,,2,na-kri,,,,
Nalu,0.581,Domain,Kehina,-18.1332524935129,5.2004995603406,-11.2032574833084,Luromooh,,,,,,,,2,na-lu,,,,
Namaili,0.376,Domain,Qeti,-18.9092963912542,9.6740084286588,-6.2084490277169,Erzoh,Raravath,,,,,,,3,na-ma-ili,,,,
Narai,0.468,Domain,Mobit,-24.7109547288479,2.7407524374079,-5.9935159682957,Fensi,Shuria,,,,,,,2,na-ra,,,,
Nererut,0.765,Domain,Sosarir,-18.1621574732782,7.0687279016399,-8.4759869374614,Gid,Nifshed,Rasile,Vashkah,,,,,3,ne-re-ru,,,,
Neziel,0.45,Domain,Mulata,-24.1855094279676,1.7972197601433,-7.3059539671673,Hai,Ruchy,Seiradih,,,,,,2,ne-zi,,,,
Niarja,0.542,Domain,Yekti,-18.4441638429595,4.9352410074477,-2.4754852925384,Bahromab,Kaaputenen,Madirmilire,,,,,,2,niar-ja,,,,
Nifshed,0.655,Domain,Sosarir,-18.6271796691336,7.0508761286792,-9.3423116292716,Nererut,Sadye,Vashkah,,,,,,2,ni-fshe,,,,
Noli,0.554,Domain,Mazake,-18.9030386728212,8.2858398018916,-9.3692479216845,Bika,Raren,,,,,,,2,no-li,,,,
Nomash,0.395,Domain,Mazake,-20.1186854521019,8.6639425242818,-10.9258035191691,Sakhti,Shousran,,,,,,,2,no-ma,,,,
Orkashu,0.826,Domain,Parud,-18.3847265529852,6.4483155297981,-6.809357734099,Penirgman,Youl,,,,,,,3,o-rka-shu,,,,
Patzcha,0.727,Domain,Kekah,-15.656742394765,6.5795309644367,-10.0189279878718,Aghesi,Charra,Madimal,,,,,,2,pa-tzcha,,,,
Pedel,0.651,Domain,Chardu,-19.9430117408857,7.3290529269243,-6.5321649373903,Anila,Etav,,,,,,,2,pe-de,,,,
Pelkia,0.518,Domain,Mazake,-19.5616749422248,7.5256084588833,-9.6771657775198,Joppaya,Mazitah,Raren,,,,,,2,pel-kya,,,,
Penirgman,0.858,Domain,Parud,-18.4202335507485,6.6424310257373,-6.3684563723104,Ashab,Chaven,Khopa,Orkashu,,,,,3,pe-ni-rgma,,,,
Porsharrah,0.356,Domain,Liela,-16.2706432605424,4.9329162748368,-12.8360445392157,Ebo,Rayl,,,,,,,3,po-rsha-rra,,,,
Rammi,0.3,Domain,Armi,-25.0951636334337,0.4657382136469,-6.8519751067562,Arodan,Milal,,,,,,,2,ra-mmi,,,,
Raravath,0.442,Domain,Qeti,-18.2424822711459,9.7677307615683,-6.3107589723118,Chemilip,Erzoh,Namaili,,,,,,3,ra-ra-va,,,,
Raravoss,0.65,Domain,Zemont,-17.0692078821188,4.8377376720991,-7.4212148728875,Ekid,Sasiekko,Sharhelund,Zaimeth,,,,,3,ra-ra-vo,,,,
Raren,0.506,Domain,Mazake,-19.4029616637879,7.974315783694,-9.4815646245922,Noli,Pelkia,,,,,,,2,ra-re,,,,
Rasile,0.869,Domain,Sosarir,-17.5387324571227,7.2914400157403,-8.2797987095961,Ardishapur Prime,Moussou,Nererut,Thebeka,,,,,2,rasil,3,ra-si-lei,,
Rayl,0.467,Domain,Liela,-16.6026010253407,4.6142861407827,-11.8946389970206,Asoutar,Avair,Ebo,Porsharrah,,,,,1,reil,,,,
Rephirib,0.096,Domain,Jakemhih,-15.9528959459104,8.6170851083601,-13.9257585971401,Mamet,,,,,,,,3,re-phi-ri,,,,
,0.318,Domain,Nashar,-18.1682901256194,9.813929121069,-10.3751713797549,Bika,Miyeli,,,,,,,2,re-yi,,,,
Rimbah,0.325,Domain,Armi,-25.7148204819642,1.425428219435,-6.2309248749076,Arodan,Bourar,,,,,,,2,ri-mba,,,,
Ruchy,0.364,Domain,Mulata,-24.4747549170399,1.0242258052169,-7.639068961127,Neziel,,,,,,,,2,ru-chi,,,,
Saana,0.553,Domain,Yekti,-17.8221763511409,4.0582619810436,-3.0011788863995,Bahromab,Madirmilire,,,,,,,2,sa-ana,,,,
Sadye,0.603,Domain,Nashar,-18.4717710781319,7.9369276565619,-9.8651945467691,Arshat,Bika,Jerma,Nifshed,,,,,2,sa-dy,,,,
Safizon,0.81,Domain,Norgoh,-19.5741933218397,5.3874530713609,-7.4271878820522,Artoun,Eba,Ebtesham,Jennim,Zatsyaki,,,,3,sa-fi-zo,,,,
Sahda,0.416,Domain,Fua,-20.7368091375086,6.1872330807029,-1.4142265282206,Ealur,Naguton,Shajarleg,,,,,,2,sa-hda,,,,
Sahdil,0.707,Domain,Kehina,-17.6328527800478,5.9603731847891,-9.8919013060872,Esteban,Ilonarav,Luromooh,Nadohman,,,,,2,sa-hdi,,,,
Saheri,0.522,Domain,Chardu,-20.1650923271908,7.9990497950314,-5.5761557224777,Anila,Lahnina,,,,,,,3,sa-he-ri,,,,
Sakhti,0.455,Domain,Mazake,-19.8861772968769,8.0088080764725,-10.443377273777,Aldali,Gademam,Mazitah,Nomash,,,,,2,sa-khti,,,,
Sarum Prime,1,Domain,Maddam,-16.5279542278407,8.169665666687,-7.9724855850691,Alkabsi,Amarr,Hama,Irnal,,,,,3,sa-ru-mpri-me,,,,
Sayartchen,0.79,Domain,Hoosa,-19.4777879679275,5.2029055402615,-3.9224866763004,Abaim,Gosalav,Naguton,Romi,Sharji,Sorzielang,Teshi,,3,sa-yar-chen,,,,
Seiradih,0.559,Domain,Mulata,-23.7281854175694,2.7409093362043,-7.462275540614,Arera,Hai,Mamenkhanar,Neziel,,,,,3,se-ira-di,,,,
Shabura,0.673,Domain,Avib,-18.165916812687,6.2131043278933,-10.1874324695845,Adia,Azizora,Luromooh,,,,,,3,sha-bu-ra,,,,
Shajarleg,0.349,Domain,Fua,-22.2000058438347,6.316215759312,-1.397027090492,Basan,Sahda,,,,,,,3,sha-ja-rle,,,,
Sharhelund,0.573,Domain,Zemont,-16.4187362211419,4.6369024673641,-7.3110434212227,Raravoss,Youl,Zaimeth,,,,,,3,sha-rhe-lu,,,,
Sharji,0.773,Domain,Yekti,-18.5087700407492,4.7827318850489,-4.1182780032401,Fabum,Gosalav,Kudi,Sayartchen,,,,,2,shar-ji,,,,
Shumam,0.677,Domain,Sosarir,-18.5139875036145,5.3317038028563,-8.4653850117127,Gid,,,,,,,,2,shu-ma,,,,
Shuria,0.479,Domain,Mobit,-24.5562538647523,2.5744948520027,-5.5035611123082,Bashakru,Milal,Narai,,,,,,3,shu-ri-a,,,,
Sibot,0.171,Domain,Kashag,-16.128163560172,9.7832594220531,-11.9491420620232,Bittanshal,Kheram,,,,,,,2,si-bo,,,,
Sieh,0.278,Domain,Nakid,-14.1525990515571,6.9441571722012,-11.9940319590461,Arton,,,,,,,,1,sie,,,,
Simbeloud,0.856,Domain,Throne Worlds,-20.5124008506336,3.1965161023127,-7.4321051863406,Ebidan,Mabnen,,,,,,,3,si-mbe-lo,,,,
Sirkahri,0.534,Domain,Mofa,-14.8202474360377,8.7598526229926,-10.2873985285518,Galeh,Merz,,,,,,,3,si-rka-hri,,,,
Sitanan,0.794,Domain,Sosarir,-16.4312884421852,6.3511959657553,-7.2571303738451,Dakba,Thebeka,,,,,,,3,si-ta-na,,,,
Sobenah,0.36,Domain,Armi,-25.232071271783,1.5688597383446,-6.6274424894767,Bourar,Milal,,,,,,,3,so-be-na,,,,
Somouh,0.869,Domain,Hoosa,-19.1790771831176,5.7329816545226,-4.8204814118924,Abaim,Horir,Sorzielang,Teshi,,,,,2,so-mo,,,,
Sorzielang,0.821,Domain,Hoosa,-19.5787310137293,6.039280927625,-4.7468932620178,Abaim,Sayartchen,Somouh,Teshi,,,,,3,so-rzi-ela,,,,
Sukirah,0.602,Domain,Mobit,-23.7730076317973,4.755499178498,-5.0349760043052,Bashakru,,,,,,,,3,su-ki-ra,,,,
Tastela,0.391,Domain,Liela,-16.2657347844702,4.1440830967122,-11.3622135370871,Avair,Clarelam,,,,,,,3,ta-ste-la,,,,
Teshi,0.867,Domain,Hoosa,-19.7887169737446,5.2339923026067,-4.507715405969,Ashab,Sayartchen,Somouh,Sorzielang,,,,,2,te-shi,,,,
Thebeka,0.874,Domain,Sosarir,-16.8311100085023,6.8006003401944,-7.9369749088695,Irnal,Rasile,Sitanan,Youl,,,,,3,the-be-ka,,,,
Toshabia,0.813,Domain,Throne Worlds,-22.2224265148212,3.5906294692293,-6.9935065119096,Boranai,Irnin,Mamenkhanar,,,,,,3,to-sha-bi,,,,
Uchat,0.657,Domain,Yestadan,-17.4556488485184,6.3500016450523,-12.0654969281717,Armala,Gaha,,,,,,,2,u-cha,,,,
Unefsih,0.388,Domain,Kashag,-16.3097345052293,7.5828324961309,-12.8004919291207,Kheram,Valmu,,,,,,,3,u-ne-fsi,,,,
Uzigh,0.636,Domain,Qeti,-17.6165353341286,7.7893998726177,-5.255384751304,Hisoufad,,,,,,,,2,u-zi,,,,
Valmu,0.22,Domain,Kashag,-16.0981727125382,8.02594314373,-13.3301320937,Mamet,Unefsih,,,,,,,2,va-lmu,,,,
Vashkah,0.745,Domain,Sosarir,-18.0852491866287,7.1368906087963,-9.0428607475018,Nererut,Nifshed,,,,,,,2,va-shka,,,,
Warouh,0.526,Domain,Nakid,-15.0472747539051,6.1789725972806,-11.4031844514938,Arton,Bittanshal,Jambu,Murema,,,,,2,wa-ro,,,,
Yeeramoun,0.809,Domain,Chardu,-19.2430359799854,6.6689098554946,-6.0824861433377,Anila,Etav,Ides,Khopa,,,,,3,y-eera-mo,,,,
Youl,0.841,Domain,Zemont,-18.0151650942304,6.2179200258793,-6.803157398932,Ekid,Nakri,Orkashu,Sharhelund,Thebeka,,,,1,y,,,,
Yuhelia,0.8,Domain,Maseend,-14.5787183375505,7.2736615825473,-8.7463408262665,Aghesi,Barira,Hati,Maiah,,,,,3,y-uhe-li,,,,
Zaimeth,0.525,Domain,Zemont,-16.2841812966055,4.438043357274,-7.8581612036008,Mai,Raravoss,Sharhelund,,,,,,2,za-ime,,,,
Zanka,0.38,Domain,Mofa,-15.2821871207109,10.2836295026148,-9.8895390284327,Hayumtom,,,,,,,,2,za-nka,,,,
Zatsyaki,0.882,Domain,Norgoh,-19.563634801361,4.881691241366,-6.9975998513545,Bhizheba,Eba,Safizon,,,,,,3,za-tsy-aki,,,,
Zhilshinou,0.904,Domain,Maseend,-15.7832121646039,7.3283724319869,-7.4236808818578,Ana,Hamse,Lashkai,,,,,,3,zhi-lshi-no,,,,
Ziona,0.63,Domain,Mobit,-23.1692856740999,3.5827292035496,-3.7980907964116,Akhragan,Mikhir,,,,,,,2,zi-ona,3,zi-o-na,,
Ziriert,0.06,Domain,Jakemhih,-16.3049893507389,8.2763567866504,-15.0707798214165,Hoshoun,Mamet,Misaba,,,,,,2,zi-ri,,,,
Abune,0.286,Essence,Jeon,-21.1265901041153,5.5806528490315,8.1416396747037,Heydieles,Oinasiken,,,,,,,3,a-bu-ne,2,a-bun,,
Actee,0.501,Essence,Jeon,-19.829203073124,4.3321138223428,7.7030123086552,Amane,Fliet,Heydieles,,,,,,2,ak-ti,,,,
Adirain,0.424,Essence,Peccanouette,-23.8488109227715,6.2350180592973,2.7991570612545,Aeschee,Arnon,Laurvier,,,,,,3,a-di-ra,,,,
Adrel,0.552,Essence,Thoulde,-21.0837954318803,6.4513446877634,5.7278847956433,Caslemon,Noghere,Yona,,,,,,2,a-drel,,,,
Aere,0.609,Essence,Peccanouette,-23.0712838883616,5.2670339504695,3.3752614842011,Arnon,Hulmate,Lisbaetanne,,,,,,2,a-ere,,,,
Aeschee,0.157,Essence,Peccanouette,-23.1903056049268,7.5700998538224,5.0369064361675,Adirain,Jovainnon,Ladistier,Lisbaetanne,Onne,,,,2,a-esche,,,,
Algogille,0.925,Essence,Crux,-19.8759468909672,4.1017310071314,3.3623752631525,Couster,Kassigainen,Luminaire,Renyn,Synchelle,,,,3,a-lgo-gi-lle,,,,
Allamotte,0.59,Essence,Vieres,-23.4739054636852,2.5065441191027,5.4303720703902,Vifrevaert,Villore,,,,,,,3,a-lla-mo-tte,,,,
Allebin,0.461,Essence,Arand,-21.4969975981458,2.5429572816175,5.8618909007629,Atlulle,Haine,Parts,Perckhevin,,,,,3,a-lle-bi,,,,
Amane,0.553,Essence,Jeon,-19.4104862281035,4.7754885269243,7.7630337308182,Actee,Estaunitte,,,,,,,3,a-ma-ne,2,a-mein,,
Andole,0.753,Essence,Eustron,-21.3048269344016,3.9921074985511,4.382751946762,Ommare,,,,,,,,2,an-dol,3,an-do-le,,
Ane,0.31,Essence,Thoulde,-20.869617550915,7.9110662897111,5.380672646613,Clorteler,Seyllin,,,,,,,1,an-dol,2,a-nei,,
Annages,0.661,Essence,Balrille,-22.1926490151935,1.4821992540716,3.7758882554293,Deninard,Hulmate,,,,,,,3,a-na-gei,2,a-nags,,
Aporulie,0.789,Essence,Thoulde,-20.0621217393653,6.3113763039845,5.0719565748647,Seyllin,Wysalan,Yona,,,,,,3,a-po-ru-li,,,,
Arant,0.605,Essence,Vieres,-23.0421582037794,1.839991272782,5.0880301419111,Kemerk,Obalyu,Villore,,,,,,2,a-rant,,,,
Arnon,0.593,Essence,Peccanouette,-23.7395296473397,5.4590302573848,3.0173650129409,Adirain,Aere,Emsar,Laurvier,,,,,2,a-rno,,,,
Atlangeins,0.88,Essence,Eustron,-22.4291386860496,3.0898185933305,3.5265734251651,Derririntel,Hecarrin,Ourapheh,,,,,,3,a-tla-nge,,,,
Atlulle,0.404,Essence,Arand,-21.2651618570858,1.3512211005994,5.303196044958,Allebin,Droselory,Isenan,,,,,,2,at-lu,,,,
Attyn,0.669,Essence,Peccanouette,-23.7311737613699,5.0453674616637,3.8849646431657,Arraron,Ignebaener,Laurvier,,,,,,2,a-tin,,,,
Caslemon,0.578,Essence,Patrie,-20.8490199021005,6.2393941930698,6.416086688012,Adrel,Charmerout,Jolevier,Mesybier,Noghere,,,,3,ca-sle-mo,,,,
Cat,0.677,Essence,Eustron,-21.7529357812148,3.4664144104788,4.8762211597856,Derririntel,Ommare,Vale,Villore,,,,,1,cat,,,,
Charmerout,0.555,Essence,Patrie,-20.537575918264,5.1126248698048,7.2684231058165,Caslemon,Jolevier,Yvangier,,,,,,3,cha-rme-ro,,,,
Clorteler,0.516,Essence,Thoulde,-19.8359448708971,7.5589590764137,5.4373522293816,Ane,,,,,,,,3,clo-rte-le,,,,
Couster,0.902,Essence,Crux,-20.1759468909672,4.1017310071314,3.1623752631525,Algogille,,,,,,,,2,ko-ster,,,,
Deninard,0.709,Essence,Balrille,-22.9007261158183,1.3537852438984,3.4245853418285,Annages,Hulmate,Kemerk,Onne,,,,,3,de-ni-na,,,,
Derririntel,0.819,Essence,Eustron,-22.2709300860724,3.4968454435039,3.953859872036,Atlangeins,Cat,Tierijev,,,,,,4,de-rri-ri-nte,,,,
Deven,0.318,Essence,Jeon,-20.344148708197,4.0775229649043,8.205386594909,Fliet,Nagamanen,,,,,,,2,de-ven,,,,
Droselory,0.541,Essence,Arand,-21.1258764917422,1.8974950547666,4.9531158363136,Atlulle,Vitrauze,,,,,,,4,dro-se-lo-ri,,,,
Duripant,1,Essence,Crux,-21.267146729465,5.2158923755361,2.8526710006539,Renyn,Trosquesere,,,,,,,3,du-ri-pa,,,,
Estaunitte,0.428,Essence,Jeon,-19.6300184089601,4.8575689773962,8.2189856926435,Amane,,,,,,,,3,e-sta-uni-tte,,,,
Fliet,0.346,Essence,Jeon,-20.6598714235543,4.3744123828541,7.9809621230071,Actee,Deven,Heydieles,,,,,,1,fliet,,,,
Haine,0.436,Essence,Arand,-20.8877491908209,2.7312520146221,6.3922785191438,Allebin,Perckhevin,,,,,,,2,hai-ne,,,,
Hecarrin,0.828,Essence,Eustron,-22.1291386860496,3.0898185933305,3.8265734251651,Atlangeins,,,,,,,,3,he-ca-rri,,,,
Henebene,0.837,Essence,Thoulde,-20.5622260071286,4.9940907627183,4.2870744820014,Synchelle,,,,,,,,3,he-ne-be-ne,,,,
Heydieles,0.307,Essence,Jeon,-21.3352945045647,5.1967859693727,7.8316192372082,Abune,Actee,Fliet,Indregulle,Old Man Star,Yvangier,,,2,hei-dil,3,hei-di-lei,,
Hulmate,0.432,Essence,Balrille,-23.0374969171417,0.464045973553,3.5266543502997,Aere,Annages,Deninard,Onne,,,,,2,hul-meit,3,hul-ma-te,,
Ignebaener,0.532,Essence,Peccanouette,-23.8290946220046,5.5589350707434,4.385875656214,Attyn,Lisbaetanne,,,,,,,4,i-gne-ba-ene,,,,
Indregulle,0.242,Essence,Jeon,-21.9710407373251,5.5287480103647,7.7305452398475,Heydieles,Murethand,,,,,,,3,i-ndre-gu-lle,,,,
Isenan,0.254,Essence,Arand,-21.0487622138664,0.5232372569564,5.5448847866525,Atlulle,,,,,,,,3,i-se-na,,,,
Jolevier,0.877,Essence,Patrie,-19.6576653709972,5.511336790639,6.3452021726389,Caslemon,Charmerout,Yashunen,,,,,,3,jo-le-vi,,,,
Ladistier,0.285,Essence,Vieres,-25.5130638704833,1.7954421519958,5.3881280567901,Aeschee,Old Man Star,Vifrevaert,,,,,,3,la-di-sti,,,,
Laurvier,0.731,Essence,Peccanouette,-24.3540308303635,5.3427522700601,3.4259036855409,Adirain,Arnon,Attyn,,,,,,2,lar-vir,,,,
Lisbaetanne,0.373,Essence,Peccanouette,-23.5501207370811,6.1950165909771,4.4082635893031,Aere,Aeschee,Ignebaener,,,,,,3,li-sba-eta-nne,,,,
Luminaire,1,Essence,Crux,-18.6415137140788,3.723977360534,3.0539380151806,Algogille,Mies,Pettinck,,,,,,3,lu-mi-na-ire,,,,
Mesokel,0.858,Essence,Thoulde,-20.1101497606792,5.501157156746,4.6666702566124,Wysalan,,,,,,,,3,me-so-ke,,,,
Mesybier,0.47,Essence,Patrie,-21.195732522451,6.404449425636,6.470697162705,Caslemon,Murethand,Orvolle,Pemene,,,,,3,me-sy-bi,,,,
Mies,0.947,Essence,Crux,-19.4184257175898,3.4870570478553,2.5596996457112,Bereye,Luminaire,Oursulaert,,,,,,1,mai,,,,
Noghere,0.681,Essence,Thoulde,-20.8082439436421,6.0774688168723,5.6013605852565,Adrel,Caslemon,Yona,,,,,,2,no-geir,3,no-gi-ri,,
Obalyu,0.424,Essence,Vieres,-22.6826741289122,1.0459476207623,5.0524561970093,Arant,Parts,,,,,,,3,o-ba-ly,,,,
Old Man Star,0.336,Essence,Vieres,-21.9688278032563,3.6705613980103,6.7457866420971,Heydieles,Ladistier,Villore,,,,,,3,o-ldma-nsta,,,,
Ommare,0.727,Essence,Eustron,-21.544203424835,3.6929275779673,4.4987985618046,Andole,Cat,,,,,,,2,o-mair,3,o-ma-re,,
Onne,0.388,Essence,Balrille,-22.5099431491648,0.4527977648203,4.1145937034678,Aeschee,Deninard,Hulmate,Vitrauze,,,,,1,on,,,,
Oursulaert,0.891,Essence,Crux,-19.7197746611372,4.2285715927194,2.2132001894728,Mies,Pakhshi,Renyn,,,,,,3,o-ursu-la,,,,
Palmon,0.45,Essence,Balrille,-21.3804139346206,0.7529977268306,3.2693889953331,Lermireve,Vitrauze,,,,,,,2,pa-lmo,,,,
Parts,0.37,Essence,Vieres,-22.4208990379864,1.66923103958,5.8038606042591,Allebin,Obalyu,,,,,,,1,parts,,,,
Pemene,0.45,Essence,Patrie,-22.0657628488403,5.3174084885646,5.7608849540408,Amoderia,Mesybier,Villore,,,,,,2,pe-min,3,pe-me-ne,,
Perckhevin,0.532,Essence,Arand,-20.8046832385871,2.8232261523035,5.9398640883486,Allebin,Haine,,,,,,,3,pe-rckhe-vi,,,,
Renyn,0.898,Essence,Crux,-20.2268720313874,4.3678530037671,2.8622551091695,Algogille,Du Annes,Duripant,Grinacanne,Oursulaert,Pakhshi,,,2,re-nin,,,,
Seyllin,0.414,Essence,Thoulde,-20.8328584209215,7.4306353640929,4.7757379157681,Ane,Aporulie,Metserel,,,,,,2,sei-lin,,,,
Synchelle,0.871,Essence,Thoulde,-20.2622260071286,4.9940907627183,3.9870744820014,Algogille,Henebene,Kassigainen,Pakhshi,Wysalan,,,,2,sin-cheil,,,,
Vale,0.651,Essence,Eustron,-22.1716334984902,3.9333280239999,4.9327760443061,Cat,,,,,,,,1,veil,,,,
Vifrevaert,0.395,Essence,Vieres,-24.6025489160582,1.9772091709424,5.5507993090204,Allamotte,Ladistier,,,,,,,3,vi-fre-va,,,,
Villore,0.507,Essence,Vieres,-22.3911259524514,3.3544536157637,5.7329819743531,Allamotte,Arant,Cat,Erme,Old Man Star,Pemene,,,2,vi-lor,,,,
Vitrauze,0.3,Essence,Balrille,-21.862805602928,0.044520230809,3.6217682129298,Droselory,Onne,Palmon,,,,,,2,vi-traz,3,vi-tra-ze,,
Wysalan,0.822,Essence,Thoulde,-20.4101497606792,5.501157156746,4.7666702566124,Aporulie,Mesokel,Synchelle,Yona,,,,,3,wy-sa-la,,,,
Yona,0.825,Essence,Thoulde,-20.348455395679,5.6983248760287,5.4030969960049,Adrel,Aporulie,Noghere,Wysalan,,,,,2,yo-na,,,,
Yvangier,0.398,Essence,Patrie,-20.8827833314827,5.3572653119528,7.7078383882492,Charmerout,Heydieles,,,,,,,3,y-va-ngi,,,,
Aclan,0.507,Everyshore,Ysiette,-18.9577293369615,1.3949403675204,0.6896751892528,Jaschercis,,,,,,,,2,a-klan,,,,
Adeel,0.353,Everyshore,Marele,-19.5982987065668,-0.844296388636,0.3768114294587,Olide,,,,,,,,2,a-dil,,,,
Aice,0.691,Everyshore,Osnins,-20.43518651994,2.2601368725266,2.0313805836282,Amattens,Bereye,Enedore,Jurlesel,,,,,1,aice,,,,
Alachene,0.342,Everyshore,Giatole,-18.6669830548191,-0.1796437805044,2.5224842084108,Atlanins,Uphene,,,,,,,3,a-la-che-ne,,,,
Amattens,0.59,Everyshore,Osnins,-20.2211101631979,1.7537501574936,1.5175987069055,Aice,Arnatele,Bereye,Junsoraert,Jurlesel,Uphene,,,3,a-ma-tte,,,,
Angatalie,0.16,Everyshore,Marele,-20.9146060294429,-1.7634270945954,1.1273290629658,Lermireve,Mannar,,,,,,,3,a-nga-ta-li,,,,
Angymonne,0.561,Everyshore,Elalan,-21.3411461260432,1.4796525309623,2.4458159382976,Antollare,Averon,Enedore,Muer,Odixie,Scuelazyns,,,3,a-ngy-mo-nne,,,,
Antollare,0.689,Everyshore,Elalan,-20.7162585723694,2.0549871753813,2.8241197004477,Angymonne,Avele,Enedore,Laic,,,,,3,a-nto-lla-re,,,,
Ardallabier,0.714,Everyshore,Ysiette,-17.2248106934124,3.2987365442065,1.3068506714265,Ardene,Brapelille,Jel,Lirsautton,,,,,4,a-rda-lla-bi,,,,
Arnatele,0.623,Everyshore,Osnins,-20.0311965744797,2.1827363909427,1.1535452138012,Amattens,Bereye,Halle,Junsoraert,Jurlesel,Mormoen,,,3,a-rna-te-le,,,,
Athinard,0.975,Everyshore,Odilis,-18.6074736679264,3.4151043181762,2.4997087543746,Dodixie,Ethernity,Meves,,,,,,3,a-thi-na,,,,
Atlanins,0.629,Everyshore,Giatole,-18.6796750556065,1.1613111253917,2.561210186554,Alachene,Azer,Bille,Elarel,Leremblompes,Vaurent,,,3,a-tla-ni,,,,
Avele,0.71,Everyshore,Elalan,-20.0217401069581,1.8058119698122,3.1881949881648,Antollare,Leremblompes,,,,,,,3,a-ve-le,2,a-veil,,
Averon,0.576,Everyshore,Elalan,-21.5669801663209,1.9319444705494,1.8985131316595,Angymonne,Carirgnottin,Enedore,Odixie,Scuelazyns,,,,3,a-ve-ro,,,,
Aydoteaux,0.681,Everyshore,Elalan,-23.0949758193542,2.6322203657362,1.791402304617,Girani-Fa,Tolle,,,,,,,3,a-ydo-te,,,,
Azer,0.657,Everyshore,Chasnaye,-17.5132616449771,1.6253979491903,2.3516582794483,Atlanins,Cherore,Harerget,Mosson,Torvi,,,,2,a-zer,,,,
Bereye,0.692,Everyshore,Osnins,-19.7746845587817,1.9775833702604,1.8269939059171,Aice,Amattens,Arnatele,Halle,Jurlesel,Leremblompes,Mies,,2,be-re,,,,
Bille,0.516,Everyshore,Giatole,-19.5294829314257,0.8380389875434,2.1149109356576,Atlanins,Elarel,Leremblompes,Uphene,,,,,1,bil,,,,
Blameston,0.952,Everyshore,Ysiette,-18.1992682596784,4.1320389512436,2.3789002480771,Lirsautton,Vylade,,,,,,,2,bleim-stan,,,,
Carirgnottin,0.625,Everyshore,Elalan,-21.9710863496568,2.115983861497,2.0419957516795,Averon,Odixie,Scuelazyns,Tolle,,,,,4,ca-ri-rgno-tti,,,,
Cherore,0.703,Everyshore,Chasnaye,-17.5769497105727,1.9965608056138,1.9948119954873,Azer,Harerget,Jaschercis,Mosson,,,,,2,che-ror,,,,
Colcer,0.851,Everyshore,Giatole,-18.9066405761153,2.2881395561715,2.489236308798,Leremblompes,,,,,,,,2,kol-ser,,,,
Elarel,0.395,Everyshore,Giatole,-19.3596461280663,0.1966675396762,2.1275576919384,Atlanins,Bille,Groothese,,,,,,3,e-la-re,,,,
Enedore,0.647,Everyshore,Elalan,-21.0249040185739,2.0002442561181,2.4533187999906,Aice,Angymonne,Antollare,Averon,Laic,Scuelazyns,,,3,e-ne-do-re,,,,
Ethernity,0.936,Everyshore,Odilis,-18.156251411221,2.8353537130238,2.9561398296756,Athinard,Bourynes,Gicodel,Harerget,Mattere,Meves,,,4,e-the-rni-ti,,,,
Frarolle,0.79,Everyshore,Odilis,-17.0603296613189,2.8439067908548,3.7433390705999,Gicodel,Quier,,,,,,,2,fra-rul,,,,
Gerper,0.354,Everyshore,Chasnaye,-16.9398100944635,0.5894930793245,1.3808632183572,Mya,,,,,,,,2,ger-per,,,,
Gicodel,0.858,Everyshore,Odilis,-17.7235477636002,2.622563804178,3.650598888715,Ethernity,Frarolle,Mattere,,,,,,3,gi-co-de,,,,
Groothese,0.268,Everyshore,Marele,-19.4268537004779,-0.7431758160456,1.6273325192424,Elarel,Olide,,,,,,,2,gru-this,,,,
Halle,0.728,Everyshore,Osnins,-19.3738786487884,2.4603444117687,1.3462739849628,Arnatele,Bereye,Mormoen,,,,,,1,ha-li,1,heil,,
Harerget,0.834,Everyshore,Chasnaye,-17.3765967820004,2.6990150189946,2.7241906095271,Azer,Cherore,Claysson,Ethernity,,,,,3,ha-re-rge,,,,
